ImageNumber,CellNumber,CellID,cell_category,cell_type,cell_subtype,RoiID,image_name,cell_id,tissue_id,cell_category_regen,cell_type_regen
82,1027,175_C_57_1027,Fibroblast,mCAF,mCAF,"175_C4,9","175_C4,9",1027,cords24_ocmzljpb_1,Fibroblast,mCAF
82,1029,175_C_57_1029,Fibroblast,SMA_CAF,SMA_CAF,"175_C4,9","175_C4,9",1029,cords24_ocmzljpb_1,Fibroblast,SMA_CAF
82,1030,175_C_57_1030,Fibroblast,mCAF,mCAF,"175_C4,9","175_C4,9",1030,cords24_ocmzljpb_1,Fibroblast,mCAF
82,1041,175_C_57_1041,Fibroblast,SMA_CAF,SMA_CAF,"175_C4,9","175_C4,9",1041,cords24_ocmzljpb_1,T cell,CD8
82,1046,175_C_57_1046,Fibroblast,SMA_CAF,SMA_CAF,"175_C4,9","175_C4,9",1046,cords24_ocmzljpb_1,Fibroblast,SMA_CAF
82,1069,175_C_57_1069,Fibroblast,SMA_CAF,SMA_CAF,"175_C4,9","175_C4,9",1069,cords24_ocmzljpb_1,Fibroblast,SMA_CAF
82,1083,175_C_57_1083,Fibroblast,mCAF,mCAF,"175_C4,9","175_C4,9",1083,cords24_ocmzljpb_1,Fibroblast,SMA_CAF
82,1084,175_C_57_1084,Fibroblast,SMA_CAF,SMA_CAF,"175_C4,9","175_C4,9",1084,cords24_ocmzljpb_1,Fibroblast,SMA_CAF
82,1085,175_C_57_1085,Fibroblast,mCAF,mCAF,"175_C4,9","175_C4,9",1085,cords24_ocmzljpb_1,Immune,Myeloid
82,1102,175_C_57_1102,Fibroblast,SMA_CAF,SMA_CAF,"175_C4,9","175_C4,9",1102,cords24_ocmzljpb_1,Fibroblast,SMA_CAF
82,1108,175_C_57_1108,Fibroblast,SMA_CAF,SMA_CAF,"175_C4,9","175_C4,9",1108,cords24_ocmzljpb_1,Tumor,normal
82,1118,175_C_57_1118,Fibroblast,SMA_CAF,SMA_CAF,"175_C4,9","175_C4,9",1118,cords24_ocmzljpb_1,Fibroblast,SMA_CAF
82,1127,175_C_57_1127,Fibroblast,mCAF,mCAF,"175_C4,9","175_C4,9",1127,cords24_ocmzljpb_1,Fibroblast,mCAF
82,1135,175_C_57_1135,Fibroblast,SMA_CAF,SMA_CAF,"175_C4,9","175_C4,9",1135,cords24_ocmzljpb_1,Fibroblast,SMA_CAF
82,1143,175_C_57_1143,Fibroblast,SMA_CAF,SMA_CAF,"175_C4,9","175_C4,9",1143,cords24_ocmzljpb_1,Fibroblast,SMA_CAF
82,1145,175_C_57_1145,Fibroblast,SMA_CAF,SMA_CAF,"175_C4,9","175_C4,9",1145,cords24_ocmzljpb_1,Fibroblast,mCAF
82,1146,175_C_57_1146,Fibroblast,SMA_CAF,SMA_CAF,"175_C4,9","175_C4,9",1146,cords24_ocmzljpb_1,Fibroblast,SMA_CAF
82,1171,175_C_57_1171,Fibroblast,hypoxic_CAF,hypoxic_CAF,"175_C4,9","175_C4,9",1171,cords24_ocmzljpb_1,Fibroblast,hypoxic
82,1178,175_C_57_1178,Fibroblast,mCAF,mCAF,"175_C4,9","175_C4,9",1178,cords24_ocmzljpb_1,Fibroblast,SMA_CAF
82,1187,175_C_57_1187,Fibroblast,mCAF,mCAF,"175_C4,9","175_C4,9",1187,cords24_ocmzljpb_1,Fibroblast,mCAF
82,1189,175_C_57_1189,Fibroblast,mCAF,mCAF,"175_C4,9","175_C4,9",1189,cords24_ocmzljpb_1,Fibroblast,mCAF
82,1193,175_C_57_1193,Fibroblast,mCAF,mCAF,"175_C4,9","175_C4,9",1193,cords24_ocmzljpb_1,Fibroblast,mCAF
82,1204,175_C_57_1204,Fibroblast,SMA_CAF,SMA_CAF,"175_C4,9","175_C4,9",1204,cords24_ocmzljpb_1,Fibroblast,SMA_CAF
82,1246,175_C_57_1246,Fibroblast,SMA_CAF,SMA_CAF,"175_C4,9","175_C4,9",1246,cords24_ocmzljpb_1,Fibroblast,SMA_CAF
82,1248,175_C_57_1248,Fibroblast,SMA_CAF,SMA_CAF,"175_C4,9","175_C4,9",1248,cords24_ocmzljpb_1,Fibroblast,SMA_CAF
82,1255,175_C_57_1255,Fibroblast,SMA_CAF,SMA_CAF,"175_C4,9","175_C4,9",1255,cords24_ocmzljpb_1,Fibroblast,SMA_CAF
82,1264,175_C_57_1264,Fibroblast,SMA_CAF,SMA_CAF,"175_C4,9","175_C4,9",1264,cords24_ocmzljpb_1,Fibroblast,SMA_CAF
82,1269,175_C_57_1269,Fibroblast,mCAF,mCAF,"175_C4,9","175_C4,9",1269,cords24_ocmzljpb_1,Fibroblast,mCAF
82,1291,175_C_57_1291,Fibroblast,mCAF,mCAF,"175_C4,9","175_C4,9",1291,cords24_ocmzljpb_1,Fibroblast,mCAF
82,1303,175_C_57_1303,Fibroblast,mCAF,mCAF,"175_C4,9","175_C4,9",1303,cords24_ocmzljpb_1,Fibroblast,SMA_CAF
82,1320,175_C_57_1320,Fibroblast,mCAF,mCAF,"175_C4,9","175_C4,9",1320,cords24_ocmzljpb_1,Fibroblast,SMA_CAF
82,1331,175_C_57_1331,Fibroblast,SMA_CAF,SMA_CAF,"175_C4,9","175_C4,9",1331,cords24_ocmzljpb_1,Fibroblast,SMA_CAF
82,1372,175_C_57_1372,Fibroblast,SMA_CAF,SMA_CAF,"175_C4,9","175_C4,9",1372,cords24_ocmzljpb_1,Fibroblast,SMA_CAF
82,1376,175_C_57_1376,Fibroblast,SMA_CAF,SMA_CAF,"175_C4,9","175_C4,9",1376,cords24_ocmzljpb_1,Fibroblast,SMA_CAF
82,1381,175_C_57_1381,Fibroblast,mCAF,mCAF,"175_C4,9","175_C4,9",1381,cords24_ocmzljpb_1,Fibroblast,mCAF
82,1388,175_C_57_1388,Fibroblast,SMA_CAF,SMA_CAF,"175_C4,9","175_C4,9",1388,cords24_ocmzljpb_1,Fibroblast,SMA_CAF
82,1389,175_C_57_1389,Fibroblast,Collagen_CAF,Collagen_CAF,"175_C4,9","175_C4,9",1389,cords24_ocmzljpb_1,Tumor,normal
82,1394,175_C_57_1394,Fibroblast,SMA_CAF,SMA_CAF,"175_C4,9","175_C4,9",1394,cords24_ocmzljpb_1,Fibroblast,SMA_CAF
82,1413,175_C_57_1413,Fibroblast,mCAF,mCAF,"175_C4,9","175_C4,9",1413,cords24_ocmzljpb_1,Fibroblast,mCAF
82,1416,175_C_57_1416,Fibroblast,mCAF,mCAF,"175_C4,9","175_C4,9",1416,cords24_ocmzljpb_1,Fibroblast,mCAF
82,1436,175_C_57_1436,Fibroblast,mCAF,mCAF,"175_C4,9","175_C4,9",1436,cords24_ocmzljpb_1,Fibroblast,SMA_CAF
82,1444,175_C_57_1444,Fibroblast,mCAF,mCAF,"175_C4,9","175_C4,9",1444,cords24_ocmzljpb_1,Tumor,normal
82,1456,175_C_57_1456,Fibroblast,SMA_CAF,SMA_CAF,"175_C4,9","175_C4,9",1456,cords24_ocmzljpb_1,Tumor,normal
82,1494,175_C_57_1494,Fibroblast,mCAF,mCAF,"175_C4,9","175_C4,9",1494,cords24_ocmzljpb_1,Fibroblast,mCAF
82,1495,175_C_57_1495,Fibroblast,SMA_CAF,SMA_CAF,"175_C4,9","175_C4,9",1495,cords24_ocmzljpb_1,Fibroblast,SMA_CAF
82,1517,175_C_57_1517,Fibroblast,mCAF,mCAF,"175_C4,9","175_C4,9",1517,cords24_ocmzljpb_1,Fibroblast,mCAF
82,1524,175_C_57_1524,Fibroblast,mCAF,mCAF,"175_C4,9","175_C4,9",1524,cords24_ocmzljpb_1,Fibroblast,mCAF
82,1541,175_C_57_1541,Fibroblast,SMA_CAF,SMA_CAF,"175_C4,9","175_C4,9",1541,cords24_ocmzljpb_1,Fibroblast,SMA_CAF
82,1546,175_C_57_1546,Fibroblast,SMA_CAF,SMA_CAF,"175_C4,9","175_C4,9",1546,cords24_ocmzljpb_1,Fibroblast,hypoxic
82,1547,175_C_57_1547,Fibroblast,SMA_CAF,SMA_CAF,"175_C4,9","175_C4,9",1547,cords24_ocmzljpb_1,Fibroblast,SMA_CAF
82,1548,175_C_57_1548,Fibroblast,SMA_CAF,SMA_CAF,"175_C4,9","175_C4,9",1548,cords24_ocmzljpb_1,Fibroblast,normal
82,1550,175_C_57_1550,Fibroblast,mCAF,mCAF,"175_C4,9","175_C4,9",1550,cords24_ocmzljpb_1,Fibroblast,normal
82,1572,175_C_57_1572,Fibroblast,SMA_CAF,SMA_CAF,"175_C4,9","175_C4,9",1572,cords24_ocmzljpb_1,Fibroblast,SMA_CAF
82,1587,175_C_57_1587,Fibroblast,SMA_CAF,SMA_CAF,"175_C4,9","175_C4,9",1587,cords24_ocmzljpb_1,Fibroblast,SMA_CAF
82,1588,175_C_57_1588,Fibroblast,vCAF,vCAF,"175_C4,9","175_C4,9",1588,cords24_ocmzljpb_1,Tumor,hypoxic
82,1592,175_C_57_1592,Fibroblast,SMA_CAF,SMA_CAF,"175_C4,9","175_C4,9",1592,cords24_ocmzljpb_1,Tumor,normal
82,1597,175_C_57_1597,Fibroblast,mCAF,mCAF,"175_C4,9","175_C4,9",1597,cords24_ocmzljpb_1,Fibroblast,mCAF
82,1601,175_C_57_1601,Fibroblast,SMA_CAF,SMA_CAF,"175_C4,9","175_C4,9",1601,cords24_ocmzljpb_1,Fibroblast,SMA_CAF
82,1614,175_C_57_1614,Fibroblast,SMA_CAF,SMA_CAF,"175_C4,9","175_C4,9",1614,cords24_ocmzljpb_1,Fibroblast,SMA_CAF
82,1622,175_C_57_1622,Fibroblast,SMA_CAF,SMA_CAF,"175_C4,9","175_C4,9",1622,cords24_ocmzljpb_1,Fibroblast,SMA_CAF
82,1628,175_C_57_1628,Fibroblast,SMA_CAF,SMA_CAF,"175_C4,9","175_C4,9",1628,cords24_ocmzljpb_1,Fibroblast,mCAF
82,1630,175_C_57_1630,Fibroblast,SMA_CAF,SMA_CAF,"175_C4,9","175_C4,9",1630,cords24_ocmzljpb_1,Fibroblast,hypoxic
82,1633,175_C_57_1633,Fibroblast,mCAF,mCAF,"175_C4,9","175_C4,9",1633,cords24_ocmzljpb_1,Fibroblast,mCAF
82,1644,175_C_57_1644,Fibroblast,Collagen_CAF,Collagen_CAF,"175_C4,9","175_C4,9",1644,cords24_ocmzljpb_1,Fibroblast,hypoxic
82,1651,175_C_57_1651,Fibroblast,Collagen_CAF,Collagen_CAF,"175_C4,9","175_C4,9",1651,cords24_ocmzljpb_1,Tumor,hypoxic
82,1653,175_C_57_1653,Fibroblast,mCAF,mCAF,"175_C4,9","175_C4,9",1653,cords24_ocmzljpb_1,Fibroblast,mCAF
82,1657,175_C_57_1657,Fibroblast,mCAF,mCAF,"175_C4,9","175_C4,9",1657,cords24_ocmzljpb_1,Fibroblast,mCAF
82,1668,175_C_57_1668,Fibroblast,SMA_CAF,SMA_CAF,"175_C4,9","175_C4,9",1668,cords24_ocmzljpb_1,Fibroblast,SMA_CAF
82,1686,175_C_57_1686,Fibroblast,Collagen_CAF,Collagen_CAF,"175_C4,9","175_C4,9",1686,cords24_ocmzljpb_1,Fibroblast,normal
82,1689,175_C_57_1689,Fibroblast,mCAF,mCAF,"175_C4,9","175_C4,9",1689,cords24_ocmzljpb_1,Fibroblast,mCAF
82,1696,175_C_57_1696,Fibroblast,hypoxic_CAF,hypoxic_CAF,"175_C4,9","175_C4,9",1696,cords24_ocmzljpb_1,Immune,Bcell
82,1699,175_C_57_1699,Fibroblast,SMA_CAF,SMA_CAF,"175_C4,9","175_C4,9",1699,cords24_ocmzljpb_1,Fibroblast,SMA_CAF
82,1701,175_C_57_1701,Fibroblast,SMA_CAF,SMA_CAF,"175_C4,9","175_C4,9",1701,cords24_ocmzljpb_1,Fibroblast,SMA_CAF
82,1707,175_C_57_1707,Fibroblast,mCAF,mCAF,"175_C4,9","175_C4,9",1707,cords24_ocmzljpb_1,Fibroblast,mCAF
82,1716,175_C_57_1716,Fibroblast,mCAF,mCAF,"175_C4,9","175_C4,9",1716,cords24_ocmzljpb_1,Fibroblast,SMA_CAF
82,1719,175_C_57_1719,Fibroblast,SMA_CAF,SMA_CAF,"175_C4,9","175_C4,9",1719,cords24_ocmzljpb_1,Fibroblast,SMA_CAF
82,1725,175_C_57_1725,Fibroblast,mCAF,mCAF,"175_C4,9","175_C4,9",1725,cords24_ocmzljpb_1,Fibroblast,SMA_CAF
82,1741,175_C_57_1741,Fibroblast,mCAF,mCAF,"175_C4,9","175_C4,9",1741,cords24_ocmzljpb_1,Fibroblast,mCAF
82,1746,175_C_57_1746,Fibroblast,SMA_CAF,SMA_CAF,"175_C4,9","175_C4,9",1746,cords24_ocmzljpb_1,Tumor,hypoxic
82,1752,175_C_57_1752,Fibroblast,SMA_CAF,SMA_CAF,"175_C4,9","175_C4,9",1752,cords24_ocmzljpb_1,Tumor,normal
82,1765,175_C_57_1765,Fibroblast,Collagen_CAF,Collagen_CAF,"175_C4,9","175_C4,9",1765,cords24_ocmzljpb_1,Fibroblast,mCAF
82,1773,175_C_57_1773,Fibroblast,SMA_CAF,SMA_CAF,"175_C4,9","175_C4,9",1773,cords24_ocmzljpb_1,Fibroblast,SMA_CAF
82,1776,175_C_57_1776,Fibroblast,iCAF,iCAF,"175_C4,9","175_C4,9",1776,cords24_ocmzljpb_1,Tumor,normal
82,1780,175_C_57_1780,Fibroblast,mCAF,mCAF,"175_C4,9","175_C4,9",1780,cords24_ocmzljpb_1,Fibroblast,mCAF
82,1800,175_C_57_1800,Fibroblast,mCAF,mCAF,"175_C4,9","175_C4,9",1800,cords24_ocmzljpb_1,Fibroblast,mCAF
82,1805,175_C_57_1805,Fibroblast,SMA_CAF,SMA_CAF,"175_C4,9","175_C4,9",1805,cords24_ocmzljpb_1,Tumor,hypoxic
82,1809,175_C_57_1809,Fibroblast,SMA_CAF,SMA_CAF,"175_C4,9","175_C4,9",1809,cords24_ocmzljpb_1,Fibroblast,SMA_CAF
82,1822,175_C_57_1822,Fibroblast,Collagen_CAF,Collagen_CAF,"175_C4,9","175_C4,9",1822,cords24_ocmzljpb_1,Fibroblast,hypoxic
82,1825,175_C_57_1825,Fibroblast,SMA_CAF,SMA_CAF,"175_C4,9","175_C4,9",1825,cords24_ocmzljpb_1,Tumor,hypoxic
82,1836,175_C_57_1836,Fibroblast,mCAF,mCAF,"175_C4,9","175_C4,9",1836,cords24_ocmzljpb_1,Tumor,hypoxic
82,1845,175_C_57_1845,Fibroblast,SMA_CAF,SMA_CAF,"175_C4,9","175_C4,9",1845,cords24_ocmzljpb_1,Fibroblast,normal
82,1861,175_C_57_1861,Fibroblast,SMA_CAF,SMA_CAF,"175_C4,9","175_C4,9",1861,cords24_ocmzljpb_1,T cell,CD4
82,1867,175_C_57_1867,Fibroblast,Collagen_CAF,Collagen_CAF,"175_C4,9","175_C4,9",1867,cords24_ocmzljpb_1,Fibroblast,SMA_CAF
82,1876,175_C_57_1876,Fibroblast,mCAF,mCAF,"175_C4,9","175_C4,9",1876,cords24_ocmzljpb_1,Fibroblast,mCAF
82,1887,175_C_57_1887,Fibroblast,SMA_CAF,SMA_CAF,"175_C4,9","175_C4,9",1887,cords24_ocmzljpb_1,Fibroblast,SMA_CAF
82,1897,175_C_57_1897,Fibroblast,SMA_CAF,SMA_CAF,"175_C4,9","175_C4,9",1897,cords24_ocmzljpb_1,Tumor,normal
82,1899,175_C_57_1899,Fibroblast,mCAF,mCAF,"175_C4,9","175_C4,9",1899,cords24_ocmzljpb_1,Fibroblast,mCAF
82,1909,175_C_57_1909,Fibroblast,SMA_CAF,SMA_CAF,"175_C4,9","175_C4,9",1909,cords24_ocmzljpb_1,Tumor,hypoxic
82,1918,175_C_57_1918,Fibroblast,SMA_CAF,SMA_CAF,"175_C4,9","175_C4,9",1918,cords24_ocmzljpb_1,Fibroblast,hypoxic
82,1939,175_C_57_1939,Fibroblast,mCAF,mCAF,"175_C4,9","175_C4,9",1939,cords24_ocmzljpb_1,Fibroblast,SMA_CAF
82,1945,175_C_57_1945,Fibroblast,mCAF,mCAF,"175_C4,9","175_C4,9",1945,cords24_ocmzljpb_1,Tumor,normal
82,1948,175_C_57_1948,Fibroblast,mCAF,mCAF,"175_C4,9","175_C4,9",1948,cords24_ocmzljpb_1,Fibroblast,mCAF
82,1952,175_C_57_1952,Fibroblast,SMA_CAF,SMA_CAF,"175_C4,9","175_C4,9",1952,cords24_ocmzljpb_1,Fibroblast,SMA_CAF
82,1957,175_C_57_1957,Fibroblast,SMA_CAF,SMA_CAF,"175_C4,9","175_C4,9",1957,cords24_ocmzljpb_1,Fibroblast,SMA_CAF
82,1971,175_C_57_1971,Fibroblast,mCAF,mCAF,"175_C4,9","175_C4,9",1971,cords24_ocmzljpb_1,Fibroblast,hypoxic
82,1980,175_C_57_1980,Fibroblast,SMA_CAF,SMA_CAF,"175_C4,9","175_C4,9",1980,cords24_ocmzljpb_1,Fibroblast,hypoxic
82,1983,175_C_57_1983,Fibroblast,Collagen_CAF,Collagen_CAF,"175_C4,9","175_C4,9",1983,cords24_ocmzljpb_1,Fibroblast,SMA_CAF
82,1984,175_C_57_1984,Fibroblast,mCAF,mCAF,"175_C4,9","175_C4,9",1984,cords24_ocmzljpb_1,Fibroblast,mCAF
82,1995,175_C_57_1995,Fibroblast,mCAF,mCAF,"175_C4,9","175_C4,9",1995,cords24_ocmzljpb_1,Fibroblast,mCAF
82,2001,175_C_57_2001,Fibroblast,mCAF,mCAF,"175_C4,9","175_C4,9",2001,cords24_ocmzljpb_1,Fibroblast,mCAF
82,2031,175_C_57_2031,Fibroblast,mCAF,mCAF,"175_C4,9","175_C4,9",2031,cords24_ocmzljpb_1,Fibroblast,mCAF
82,2062,175_C_57_2062,Fibroblast,SMA_CAF,SMA_CAF,"175_C4,9","175_C4,9",2062,cords24_ocmzljpb_1,Fibroblast,SMA_CAF
82,2066,175_C_57_2066,Fibroblast,mCAF,mCAF,"175_C4,9","175_C4,9",2066,cords24_ocmzljpb_1,Fibroblast,mCAF
82,2077,175_C_57_2077,Fibroblast,mCAF,mCAF,"175_C4,9","175_C4,9",2077,cords24_ocmzljpb_1,Fibroblast,mCAF
82,2094,175_C_57_2094,Fibroblast,mCAF,mCAF,"175_C4,9","175_C4,9",2094,cords24_ocmzljpb_1,Fibroblast,mCAF
82,2096,175_C_57_2096,Fibroblast,mCAF,mCAF,"175_C4,9","175_C4,9",2096,cords24_ocmzljpb_1,Fibroblast,mCAF
82,2098,175_C_57_2098,Fibroblast,mCAF,mCAF,"175_C4,9","175_C4,9",2098,cords24_ocmzljpb_1,Fibroblast,mCAF
82,2099,175_C_57_2099,Fibroblast,hypoxic_CAF,hypoxic_CAF,"175_C4,9","175_C4,9",2099,cords24_ocmzljpb_1,Fibroblast,hypoxic
82,2104,175_C_57_2104,Fibroblast,mCAF,mCAF,"175_C4,9","175_C4,9",2104,cords24_ocmzljpb_1,Fibroblast,mCAF
82,2106,175_C_57_2106,Fibroblast,mCAF,mCAF,"175_C4,9","175_C4,9",2106,cords24_ocmzljpb_1,Fibroblast,mCAF
82,2117,175_C_57_2117,Fibroblast,mCAF,mCAF,"175_C4,9","175_C4,9",2117,cords24_ocmzljpb_1,Fibroblast,mCAF
82,2159,175_C_57_2159,Fibroblast,Collagen_CAF,Collagen_CAF,"175_C4,9","175_C4,9",2159,cords24_ocmzljpb_1,Fibroblast,hypoxic
82,2164,175_C_57_2164,Fibroblast,SMA_CAF,SMA_CAF,"175_C4,9","175_C4,9",2164,cords24_ocmzljpb_1,Tumor,hypoxic
82,2166,175_C_57_2166,Fibroblast,SMA_CAF,SMA_CAF,"175_C4,9","175_C4,9",2166,cords24_ocmzljpb_1,Fibroblast,SMA_CAF
82,2172,175_C_57_2172,Fibroblast,SMA_CAF,SMA_CAF,"175_C4,9","175_C4,9",2172,cords24_ocmzljpb_1,Fibroblast,SMA_CAF
82,48,175_C_57_48,Fibroblast,vCAF,vCAF,"175_C4,9","175_C4,9",48,cords24_ocmzljpb_1,Fibroblast,vCAF
82,51,175_C_57_51,Fibroblast,vCAF,vCAF,"175_C4,9","175_C4,9",51,cords24_ocmzljpb_1,Fibroblast,vCAF
82,86,175_C_57_86,Fibroblast,vCAF,vCAF,"175_C4,9","175_C4,9",86,cords24_ocmzljpb_1,Fibroblast,vCAF
82,164,175_C_57_164,Fibroblast,vCAF,vCAF,"175_C4,9","175_C4,9",164,cords24_ocmzljpb_1,Fibroblast,vCAF
82,199,175_C_57_199,Fibroblast,Collagen_CAF,Collagen_CAF,"175_C4,9","175_C4,9",199,cords24_ocmzljpb_1,Fibroblast,Other
82,208,175_C_57_208,Fibroblast,vCAF,vCAF,"175_C4,9","175_C4,9",208,cords24_ocmzljpb_1,Fibroblast,Other
82,212,175_C_57_212,Fibroblast,vCAF,vCAF,"175_C4,9","175_C4,9",212,cords24_ocmzljpb_1,Fibroblast,vCAF
82,247,175_C_57_247,Fibroblast,vCAF,vCAF,"175_C4,9","175_C4,9",247,cords24_ocmzljpb_1,Fibroblast,vCAF
82,261,175_C_57_261,Fibroblast,vCAF,vCAF,"175_C4,9","175_C4,9",261,cords24_ocmzljpb_1,Fibroblast,vCAF
82,318,175_C_57_318,Fibroblast,vCAF,vCAF,"175_C4,9","175_C4,9",318,cords24_ocmzljpb_1,Fibroblast,vCAF
82,388,175_C_57_388,Fibroblast,vCAF,vCAF,"175_C4,9","175_C4,9",388,cords24_ocmzljpb_1,Fibroblast,vCAF
82,393,175_C_57_393,Fibroblast,vCAF,vCAF,"175_C4,9","175_C4,9",393,cords24_ocmzljpb_1,Fibroblast,vCAF
82,397,175_C_57_397,Fibroblast,vCAF,vCAF,"175_C4,9","175_C4,9",397,cords24_ocmzljpb_1,Fibroblast,vCAF
82,405,175_C_57_405,Fibroblast,vCAF,vCAF,"175_C4,9","175_C4,9",405,cords24_ocmzljpb_1,Fibroblast,vCAF
82,420,175_C_57_420,Fibroblast,vCAF,vCAF,"175_C4,9","175_C4,9",420,cords24_ocmzljpb_1,Fibroblast,vCAF
82,421,175_C_57_421,Fibroblast,vCAF,vCAF,"175_C4,9","175_C4,9",421,cords24_ocmzljpb_1,Fibroblast,vCAF
82,426,175_C_57_426,Fibroblast,vCAF,vCAF,"175_C4,9","175_C4,9",426,cords24_ocmzljpb_1,Fibroblast,vCAF
82,443,175_C_57_443,Fibroblast,vCAF,vCAF,"175_C4,9","175_C4,9",443,cords24_ocmzljpb_1,Fibroblast,vCAF
82,458,175_C_57_458,Fibroblast,vCAF,vCAF,"175_C4,9","175_C4,9",458,cords24_ocmzljpb_1,Fibroblast,vCAF
82,482,175_C_57_482,Fibroblast,vCAF,vCAF,"175_C4,9","175_C4,9",482,cords24_ocmzljpb_1,Fibroblast,vCAF
82,504,175_C_57_504,Fibroblast,vCAF,vCAF,"175_C4,9","175_C4,9",504,cords24_ocmzljpb_1,Fibroblast,vCAF
82,516,175_C_57_516,Fibroblast,vCAF,vCAF,"175_C4,9","175_C4,9",516,cords24_ocmzljpb_1,Fibroblast,vCAF
82,526,175_C_57_526,Fibroblast,vCAF,vCAF,"175_C4,9","175_C4,9",526,cords24_ocmzljpb_1,Vessel,vCAF
82,528,175_C_57_528,Fibroblast,vCAF,vCAF,"175_C4,9","175_C4,9",528,cords24_ocmzljpb_1,Fibroblast,vCAF
82,552,175_C_57_552,Fibroblast,SMA_CAF,SMA_CAF,"175_C4,9","175_C4,9",552,cords24_ocmzljpb_1,Fibroblast,SMA_CAF
82,568,175_C_57_568,Fibroblast,vCAF,vCAF,"175_C4,9","175_C4,9",568,cords24_ocmzljpb_1,Fibroblast,vCAF
82,607,175_C_57_607,Fibroblast,vCAF,vCAF,"175_C4,9","175_C4,9",607,cords24_ocmzljpb_1,Fibroblast,vCAF
82,609,175_C_57_609,Fibroblast,vCAF,vCAF,"175_C4,9","175_C4,9",609,cords24_ocmzljpb_1,Fibroblast,vCAF
82,613,175_C_57_613,Fibroblast,vCAF,vCAF,"175_C4,9","175_C4,9",613,cords24_ocmzljpb_1,Fibroblast,vCAF
82,621,175_C_57_621,Fibroblast,vCAF,vCAF,"175_C4,9","175_C4,9",621,cords24_ocmzljpb_1,Fibroblast,vCAF
82,634,175_C_57_634,Fibroblast,SMA_CAF,SMA_CAF,"175_C4,9","175_C4,9",634,cords24_ocmzljpb_1,Fibroblast,SMA_CAF
82,645,175_C_57_645,Fibroblast,vCAF,vCAF,"175_C4,9","175_C4,9",645,cords24_ocmzljpb_1,Fibroblast,vCAF
82,663,175_C_57_663,Fibroblast,SMA_CAF,SMA_CAF,"175_C4,9","175_C4,9",663,cords24_ocmzljpb_1,Fibroblast,SMA_CAF
82,668,175_C_57_668,Fibroblast,vCAF,vCAF,"175_C4,9","175_C4,9",668,cords24_ocmzljpb_1,Fibroblast,vCAF
82,672,175_C_57_672,Fibroblast,vCAF,vCAF,"175_C4,9","175_C4,9",672,cords24_ocmzljpb_1,Fibroblast,vCAF
82,677,175_C_57_677,Fibroblast,vCAF,vCAF,"175_C4,9","175_C4,9",677,cords24_ocmzljpb_1,Fibroblast,vCAF
82,698,175_C_57_698,Fibroblast,vCAF,vCAF,"175_C4,9","175_C4,9",698,cords24_ocmzljpb_1,Fibroblast,vCAF
82,718,175_C_57_718,Fibroblast,vCAF,vCAF,"175_C4,9","175_C4,9",718,cords24_ocmzljpb_1,Fibroblast,vCAF
82,722,175_C_57_722,Fibroblast,Collagen_CAF,Collagen_CAF,"175_C4,9","175_C4,9",722,cords24_ocmzljpb_1,Fibroblast,Other
82,724,175_C_57_724,Fibroblast,SMA_CAF,SMA_CAF,"175_C4,9","175_C4,9",724,cords24_ocmzljpb_1,Fibroblast,Neutrophil
82,737,175_C_57_737,Fibroblast,vCAF,vCAF,"175_C4,9","175_C4,9",737,cords24_ocmzljpb_1,Fibroblast,vCAF
82,765,175_C_57_765,Fibroblast,mCAF,mCAF,"175_C4,9","175_C4,9",765,cords24_ocmzljpb_1,Other,Other
82,767,175_C_57_767,Fibroblast,vCAF,vCAF,"175_C4,9","175_C4,9",767,cords24_ocmzljpb_1,Fibroblast,vCAF
82,771,175_C_57_771,Fibroblast,vCAF,vCAF,"175_C4,9","175_C4,9",771,cords24_ocmzljpb_1,Fibroblast,vCAF
82,800,175_C_57_800,Fibroblast,vCAF,vCAF,"175_C4,9","175_C4,9",800,cords24_ocmzljpb_1,Fibroblast,vCAF
82,804,175_C_57_804,Fibroblast,vCAF,vCAF,"175_C4,9","175_C4,9",804,cords24_ocmzljpb_1,Fibroblast,vCAF
82,812,175_C_57_812,Fibroblast,vCAF,vCAF,"175_C4,9","175_C4,9",812,cords24_ocmzljpb_1,Fibroblast,vCAF
82,814,175_C_57_814,Fibroblast,vCAF,vCAF,"175_C4,9","175_C4,9",814,cords24_ocmzljpb_1,Fibroblast,vCAF
82,817,175_C_57_817,Fibroblast,vCAF,vCAF,"175_C4,9","175_C4,9",817,cords24_ocmzljpb_1,Fibroblast,vCAF
82,822,175_C_57_822,Fibroblast,SMA_CAF,SMA_CAF,"175_C4,9","175_C4,9",822,cords24_ocmzljpb_1,Fibroblast,vCAF
82,886,175_C_57_886,Fibroblast,vCAF,vCAF,"175_C4,9","175_C4,9",886,cords24_ocmzljpb_1,Fibroblast,vCAF
82,893,175_C_57_893,Fibroblast,SMA_CAF,SMA_CAF,"175_C4,9","175_C4,9",893,cords24_ocmzljpb_1,Fibroblast,SMA_CAF
82,905,175_C_57_905,Fibroblast,vCAF,vCAF,"175_C4,9","175_C4,9",905,cords24_ocmzljpb_1,Fibroblast,vCAF
82,914,175_C_57_914,Fibroblast,vCAF,vCAF,"175_C4,9","175_C4,9",914,cords24_ocmzljpb_1,Fibroblast,vCAF
